TMEM205	1.768897705	1.767544403	1.642075133	1.266402044	1.492530594	1.719348144	1.950185515	1.902290189	1.846165481	-2.521981137	-2.456135244	-2.199708472	-2.590786803	-2.700213139	-3.032642038	-2.394529796	-2.392578001	-2.167546277	2	6.15E-17	16.21104956	-68.10723057	-4.201284457	1.706159912	-2.495124545	0.478313523	3	-68.10723057
ALDOB	1.458660053	1.55550666	1.528069349	1.897760481	1.652359864	1.650135716	2.202894353	2.362820917	2.139625791	-2.879394399	-3.235243335	-3.028388645	-2.810093657	-2.903831674	-3.010799298	-2.217508241	-2.372425155	-2.34560714	32	4.61E-15	14.33623685	-65.70954384	-4.583458303	1.82753702	-2.755921283	0.740241052	0	-65.70954384
IDH1	1.566030705	1.626644688	1.719760932	1.58294654	1.624534062	1.836168253	1.835199269	1.955904093	1.913002207	-2.114597814	-2.057623388	-2.059772033	-2.583861978	-2.400989336	-2.526541874	-1.80603379	-1.915336549	-1.822648914	28	1.27E-16	15.89522864	-61.72222618	-3.883066269	1.740021194	-2.143045075	0.755548961	3	-61.72222618
ALDH1A1	1.902248846	1.872634087	1.712710693	0.583363962	0.76613156	0.861362421	1.935245856	1.857927979	1.880384162	-2.81808582	-2.925976221	-3.048190255	-3.474756007	-3.403743658	-3.469453917	-3.151066313	-3.129634821	-3.064875494	26	1.41E-13	12.8497356	-59.76239564	-4.650865786	1.485778841	-3.165086945	0.693882067	3	-59.76239564
CPS1	2.115113881	2.32977021	2.183252002	0.531506202	0.331514414	0.49258274	1.509945536	1.548142798	1.663229066	-3.898666544	-3.843487284	-3.717174199	-4.066910882	-4.03488929	-3.859144287	-3.245745941	-3.563763411	-3.234079171	127	3.38E-12	11.47100626	-58.84488286	-5.129879762	1.411672983	-3.718206779	0.654057769	3	-58.84488286
AKR1C6	1.900056324	1.996410354	1.973313338	1.119208534	1.290132564	1.548042222	1.594964623	1.542962902	1.490063741	-2.612451836	-2.182811503	-2.343983356	-2.164117734	-2.297643124	-2.465750331	-2.58732701	-3.193692757	-2.913962235	25	8.47E-15	14.07193173	-58.19039981	-4.135210499	1.606128289	-2.52908221	0.85700467	0	-58.19039981
ADH1	1.834214217	2.150524451	1.769250634	0.023769667	0.639017735	0.52454748	0.989659096	1.095712474	1.470898938	-3.257905681	-3.385940439	-3.438295002	-3.883932073	-3.639551324	-3.465897787	-3.93404063	-4.310802646	-4.022550173	17	2.71E-12	11.56718021	-56.34053512	-4.870723383	1.16639941	-3.704323973	0.689569624	3	-56.34053512
ACAA1B	1.229531086	1.27873504	1.120487285	2.592164608	3.015537956	2.889898655	2.800865764	2.700567487	2.902306211	-2.720318588	-2.545907682	-2.834180447	-2.884105757	-2.649274228	-2.461808114	-2.586658655	-2.901214571	-2.641888502	27	4.77E-12	11.32103857	-56.29757589	-4.972827849	2.281121566	-2.691706283	0.706087376	0	-56.29757589
GSTA3	1.039051699	1.147424782	1.069942934	2.108124214	2.474827464	2.79934137	2.807860526	2.692241179	2.595190868	-2.474979283	-2.548946023	-2.286574771	-3.615961831	-3.432217952	-3.801633529	-3.126442124	-3.581935511	-3.394124348	22	2.09E-11	10.67963393	-55.76764867	-5.221868935	2.081556115	-3.140312819	0.713487587	3	-55.76764867
ACAA1A	1.205687216	1.164261644	1.001493691	1.907060045	1.979652041	1.794863336	2.407003295	2.387744372	2.762969617	-2.625642974	-2.122406883	-2.59387891	-2.856964599	-2.633185844	-2.728532811	-2.790018214	-3.115720737	-2.831316052	17	8.11E-13	12.09121909	-54.95916164	-4.545378031	1.845637251	-2.699740781	0.572182509	0	-54.95916164
GSTM1	2.310194307	2.17836787	2.189673783	0.649373119	0.799233699	0.900563412	1.755301636	1.792383203	1.603250032	-2.732577568	-2.60431053	-2.711956056	-3.622250521	-3.606217477	-3.703338874	-2.947025921	-3.158948315	-2.93852746	28	3.90E-12	11.40927059	-53.50123114	-4.689277087	1.575371229	-3.113905858	0.834604189	0	-53.50123114
SOD1	2.006976201	1.952445045	1.918516588	0.428635273	0.904591355	0.962178035	1.785797865	1.540626955	1.483439073	-2.361315407	-2.784565819	-2.910303873	-3.246211514	-3.432087093	-3.581183716	-2.677852647	-2.948972956	-2.719217327	16	1.50E-12	11.82415396	-52.08528879	-4.404990749	1.442578488	-2.962412261	0.553278819	0	-52.08528879
OTC	1.858748722	2.023262128	2.262664282	1.236565234	0.620397058	0.779636557	1.290125566	1.245806373	1.259035002	-2.150986909	-2.465954396	-2.400005597	-2.736052377	-2.708788426	-3.027214152	-2.648813908	-2.860094249	-2.682171738	16	1.06E-12	11.97650134	-48.24709966	-4.028480297	1.397360103	-2.631120195	0.77579458	3	-48.24709966
CES1D	1.796977676	1.797962058	1.659215591	1.383974723	1.517166507	1.127540661	1.975429975	1.8796366	1.816376667	-1.57698861	-1.878265234	-1.657503892	-1.32113206	-1.365845003	-1.527391064	-1.617514813	-1.873605184	-1.808752885	19	2.86E-15	14.54397197	-47.80325505	-3.2868088	1.661586718	-1.625222083	0.896667939	0	-47.80325505
RIDA	1.517317768	1.906026463	1.799991203	0.623704975	0.158644461	0.480561226	1.703189724	1.707036263	1.860453335	-3.523813544	-2.691424201	-2.38378135	-2.951475175	-3.388372026	-3.568385298	-3.420265065	-2.94419513	-3.119568906	10	1.54E-11	10.81207163	-47.75116131	-4.416467346	1.306325047	-3.110142299	0.696366586	3	-47.75116131
EPHX2	1.582754068	1.78439829	1.488843648	1.194233236	1.387342541	1.50672097	1.256396041	1.315201125	1.533680739	-1.572174537	-1.780229711	-1.723905758	-1.789963185	-1.393332378	-1.456906654	-1.543267439	-1.530455203	-1.243453087	28	1.56E-16	15.808243	-47.57097037	-3.009250957	1.449952295	-1.559298661	0.890152645	0	-47.57097037
DECR1	1.094602041	1.042424974	1.054312586	1.234927995	1.336861109	1.288479658	1.389662533	1.424653953	1.446731938	-1.626467383	-1.622439974	-1.731701322	-1.84136459	-1.806463163	-1.638990636	-1.26069823	-1.526527418	-1.512305985	7	8.08E-17	16.09244602	-46.27403504	-2.875512832	1.256961865	-1.618550967	0.860300694	0	-46.27403504
CES3A	1.703232531	1.804246245	1.388426876	1.942240289	1.725044588	1.784297361	1.76090985	1.642809874	1.896060869	-2.290278595	-2.469231439	-2.262666857	-1.295471046	-1.489386824	-1.514831373	-2.785744366	-2.889042184	-2.819638242	18	3.32E-12	11.47937742	-45.23328703	-3.94039549	1.738585387	-2.201810103	0.97649711	0	-45.23328703
ALDH1L1	1.824257036	1.974254042	1.829699844	0.617514741	1.048065942	1.221362223	1.604604984	1.609340566	1.654338946	-1.797986056	-2.052780875	-2.018298302	-1.916324385	-2.028818743	-1.791666661	-2.178254637	-2.287579931	-2.16713682	47	1.69E-13	12.77258122	-44.8775778	-3.513587193	1.487048703	-2.02653849	0.844278211	0	-44.8775778
HMGCS2	2.449190791	2.61867616	2.476188128	0.112846977	0.470198388	0.253877528	1.280796204	1.228784747	1.178689548	-3.192164947	-3.347418547	-3.339725555	-3.557574994	-3.26737738	-3.336588736	-3.183323054	-3.273695221	-3.057629684	30	2.02E-10	9.695315544	-44.8405614	-4.624971843	1.341027608	-3.283944235	0.648307167	3	-44.8405614
PGRMC1	1.563268153	1.433323731	1.837365884	1.784325981	1.554765886	1.613710149	2.672543452	2.801301755	2.448976305	-1.820209393	-1.927509354	-1.93315423	-1.603484958	-1.590600868	-1.638481728	-1.475165749	-1.74646508	-1.655578857	6	9.08E-13	12.04180677	-44.28739911	-3.677803501	1.967731255	-1.710072246	0.847514765	0	-44.28739911
GLO1	1.340579736	1.538544052	1.436423262	1.646153219	2.328370247	2.544568743	1.636691692	1.449922532	1.318441727	-1.795299846	-1.690708993	-1.772396378	-1.444598234	-1.650533371	-1.505791803	-1.896547405	-1.725517021	-1.806150146	11	2.25E-13	12.64698982	-42.89751925	-3.391915379	1.693299468	-1.698615911	0.827062468	0	-42.89751925
GCLM	1.048795903	1.035976431	1.227211383	1.338669552	1.044204084	1.158761695	1.160608863	1.260550358	1.352723474	-1.326311159	-1.270546211	-1.470841552	-1.976300843	-2.036296139	-1.942085119	-1.579715082	-1.566699083	-1.463821929	3	9.54E-15	14.02049254	-39.35103422	-2.806679873	1.180833527	-1.625846346	0.6642779	0	-39.35103422
ALDH6A1	1.717380738	1.691392362	1.72344906	0.872914435	0.927542907	0.745447007	1.509924404	1.461575362	1.430022386	-2.188380719	-1.962129074	-2.073249158	-1.576754924	-1.7289108	-1.730662599	-1.809353476	-1.577694194	-1.63117705	16	3.98E-13	12.40004133	-39.07109824	-3.150884517	1.342183185	-1.808701333	0.82857436	0	-39.07109824
SORD	1.929031989	2.043428313	1.840145121	0.446835715	0.409765	0.670023418	1.541863656	1.687274458	1.629402237	-2.837732436	-2.856071386	-2.238408993	-2.274934219	-1.998868905	-2.114762602	-2.225615307	-2.295308099	-2.205294554	22	5.47E-11	10.26232433	-37.90761947	-3.693862934	1.355307767	-2.338555167	0.768568441	0	-37.90761947
GSTZ1	2.166084618	2.08927362	2.271917637	0.425632804	0.330585001	0.331953527	1.711209515	1.496849011	1.412143244	-2.56307236	-2.451173677	-2.682998127	-3.203440245	-3.225256006	-3.194709193	-1.927643601	-2.328663662	-2.26394437	12	6.81E-10	9.166924429	-36.74566773	-4.00850558	1.359516553	-2.648989027	0.593587465	0	-36.74566773
ARG1	1.411199739	1.531766022	1.340701099	0.236531784	0.690733497	0.67448975	1.322028037	1.324713823	1.263281369	-2.350261557	-2.171311009	-2.185743006	-1.882875551	-1.908334148	-1.858670067	-1.794765669	-1.936479759	-2.008510701	25	1.51E-12	11.82097097	-36.63502337	-3.099155176	1.088382791	-2.010772385	0.789045417	3	-36.63502337
SARDH	1.527353239	1.522350637	1.634530873	1.097370583	1.018796343	0.880712565	1.437868068	1.627603961	1.663381619	-1.095062162	-1.521926633	-1.514712449	-1.403137398	-1.363948488	-1.013942143	-1.439389523	-1.50247118	-1.395078589	12	8.01E-14	13.09657298	-35.88408093	-2.739959606	1.378885321	-1.361074285	0.795369901	0	-35.88408093
HACL1	1.410624303	1.584374622	1.330178064	0.917037832	0.985475383	1.017323878	1.269720121	1.47860695	1.67148302	-1.506378618	-1.5010883	-1.892047569	-1.560878525	-1.2444824	-1.515241065	-1.234815661	-1.505118075	-1.099265588	16	1.06E-13	12.97464072	-35.64298148	-2.747126664	1.296091575	-1.451035089	0.779753691	0	-35.64298148
ACSM1	1.405055189	1.531012065	1.2073389	1.154710444	1.686556402	1.703960632	1.555511471	1.438312851	1.350984716	-1.439642549	-1.271554624	-1.136620291	-0.969156065	-0.717033039	-0.913010096	-1.184385048	-1.105970737	-1.092597358	17	1.02E-14	13.99234165	-35.54585319	-2.540379164	1.448160297	-1.092218867	0.889491599	0	-35.54585319
HAO1	1.624538696	1.625071425	1.335210649	0.916057141	1.315148247	1.020197549	1.667127167	1.523917468	1.276036294	-1.232546324	-1.339145768	-0.934813515	-1.240178175	-1.17851399	-1.188309544	-1.23403682	-1.150693071	-1.406297072	7	1.87E-14	13.72899706	-35.40226137	-2.578648768	1.367033849	-1.21161492	0.821797277	0	-35.40226137
MAT1A	1.889203553	1.881734589	2.025692665	0.404238347	-0.14892649	-0.098772984	1.452080404	1.341995729	1.259051175	-3.405214859	-3.566403857	-3.184435029	-3.136559302	-3.432784332	-3.275232151	-2.254591622	-2.251708223	-2.089127001	11	2.52E-09	8.598156136	-34.96808324	-4.066928152	1.111810777	-2.955117375	0.522334173	0	-34.96808324
DPYS	1.03324005	1.036215764	0.990550993	1.448691009	1.081706468	1.183729059	1.661522858	1.709592125	1.668359104	-1.467728509	-1.440024241	-1.265190291	-1.435114809	-1.229312615	-1.06572629	-1.766368825	-1.796138663	-1.830176928	9	6.84E-13	12.16500456	-33.93953633	-2.789932067	1.312623048	-1.477309019	0.873188278	0	-33.93953633
ALDH4A1	1.392881985	1.15614237	1.67108103	1.602752249	1.468533037	1.614465794	1.675193171	1.635864315	1.679481019	-1.505701989	-1.651015249	-1.56158022	-0.843863944	-0.803306231	-0.70069793	-1.357651514	-1.691652555	-1.365903149	16	1.06E-12	11.9727193	-33.76009887	-2.819751972	1.544043886	-1.275708087	0.924635265	0	-33.76009887
ASL	1.53270334	1.768077354	1.434165754	0.604710121	1.046247318	0.815614666	1.170628103	1.310228918	1.406253458	-1.456401126	-1.370892862	-1.418308944	-1.444661919	-1.463356882	-1.504312044	-1.346708265	-1.420034042	-1.457652931	17	2.61E-13	12.58379806	-33.51618838	-2.663439783	1.232069893	-1.431369891	0.620493059	3	-33.51618838
GLUD1	1.785741048	1.722783907	1.736210188	0.807457402	0.90906629	1.123835741	1.560894497	1.605347946	1.496418987	-2.058306625	-2.244141172	-2.230951307	-2.328530739	-2.386989046	-2.435423826	-1.123591178	-1.273631878	-1.104629291	34	1.06E-10	9.975866295	-33.17967706	-3.325994563	1.416417334	-1.909577229	0.929681459	0	-33.17967706
RGN	2.506653276	2.706248022	2.690901678	-0.177230848	-0.430116524	-0.597039387	1.024453035	1.062459537	1.059571417	-2.915066772	-3.114066512	-3.024355847	-3.969984423	-3.87249802	-3.89950187	-3.060373679	-3.219836323	-3.443603481	24	4.12E-08	7.385163288	-33.1226109	-4.485020792	1.093988912	-3.391031881	0.773166895	0	-33.1226109
PRDX5	1.726218369	1.585876808	1.255024538	1.104687983	1.334648517	1.394600199	1.358295445	1.325184378	1.596395906	-0.808387719	-0.756825226	-0.719705007	-1.33219351	-1.297276145	-1.265509389	-1.467660105	-1.471070505	-1.34962331	10	4.06E-13	12.39184338	-31.87345009	-2.572131451	1.40899246	-1.163138991	0.996878762	5	-31.87345009
NMT1	0.934458695	0.816291938	1.017931409	1.385013119	1.503489562	1.576000937	1.329181269	1.443665822	1.265350848	-1.696277454	-1.660114631	-1.606676897	-1.106469926	-1.10573233	-0.864737498	-1.453023184	-1.284326457	-1.589375931	2	1.19E-12	11.92353984	-31.31667118	-2.626457545	1.252375955	-1.37408159	0.922369332	0	-31.31667118
HPD	1.904654817	1.974349016	1.962474344	0.58615446	0.492216375	0.559257849	1.210603771	1.48657598	1.33677357	-1.804414098	-1.724610367	-1.842755736	-1.709597401	-1.887742855	-1.842882526	-1.808473661	-1.864499314	-1.78827642	17	7.44E-11	10.12850782	-31.27043157	-3.087368062	1.279228909	-1.808139153	0.666390142	3	-31.27043157
GSTT1	1.44742491	1.529382756	1.696458091	0.642673197	0.748808517	0.907549054	1.050589592	1.165114434	0.954222059	-1.471540213	-1.446080526	-1.456773437	-1.339207776	-1.274532802	-1.377609434	-1.637488495	-1.795994502	-1.688935843	2	1.30E-12	11.88607548	-31.20806081	-2.625598404	1.126913623	-1.498684781	0.585578744	3	-31.20806081
UGT1A1	1.917022474	1.783380688	1.815277768	0.358702872	0.583728914	0.260795362	1.563777272	1.704329671	1.452636064	-1.576750966	-1.682387733	-1.682473895	-1.94688623	-1.917282114	-2.011925169	-2.418326192	-2.44544108	-2.444488021	7	6.10E-10	9.214840573	-30.27137839	-3.285068054	1.271072343	-2.013995711	0.864680463	0	-30.27137839
FTCD	1.374886164	1.363166225	1.203576311	1.773148579	1.533448938	1.867526375	1.363697868	1.510896775	1.715819428	-0.677002832	-0.865043472	-0.667235544	-0.734015136	-0.846624203	-1.247351538	-1.531954874	-1.284914746	-1.070542928	18	1.04E-12	11.98197522	-30.12914525	-2.514539104	1.522907407	-0.991631697	0.970021415	0	-30.12914525
ALDH2	2.031176099	2.223817934	1.911665315	0.064651093	-0.285173662	-0.300461275	1.408703884	1.431740111	1.619247028	-2.654084664	-2.687993187	-2.70457289	-2.694193724	-2.663015712	-2.850654733	-2.234468757	-2.463005688	-2.263364268	32	1.02E-08	7.991257776	-29.58605156	-3.702302239	1.122818503	-2.579483736	0.619014573	3	-29.58605156
ETFB	1.444686079	1.592705811	1.621806439	0.717204832	0.465718297	0.790804741	1.289137058	1.553336305	1.697864451	-1.574737434	-1.866949489	-1.978072651	-1.75926091	-1.500778035	-1.401425845	-1.260457374	-1.274940531	-1.323791971	12	3.67E-11	10.43534362	-29.11887358	-2.790408695	1.241473779	-1.548934916	0.621939924	0	-29.11887358
NDRG2	1.891263703	1.772427778	1.920481883	1.455805342	1.091448526	1.446294468	2.038398846	2.035000316	1.883053889	-2.509929857	-2.69052614	-2.631676131	-1.547357392	-1.428162103	-1.151346427	-0.743112042	-0.988939176	-0.972105985	3	2.11E-09	8.67583479	-29.1096718	-3.355258889	1.726019417	-1.629239473	0.997942924	0	-29.1096718
AASS	0.854269898	1.226223492	0.772599154	1.555057081	1.191201767	0.898686905	1.256770318	1.642107713	1.951452666	-1.821951489	-1.785748548	-1.799540221	-1.199875621	-1.048718459	-1.024869962	-1.280305079	-1.566625806	-1.748377014	5	3.42E-11	10.46538484	-28.63373619	-2.736042355	1.260929888	-1.475112467	0.8985018	0	-28.63373619
SLC2A2	1.235144493	1.048397352	1.156271289	0.979694836	1.592037014	1.526904838	1.701443852	2.038313513	1.905373066	-1.034732004	-1.303991122	-1.324267966	-0.758442844	-0.898081398	-0.858613292	-1.208378513	-1.374363859	-1.3001212	2	8.31E-12	11.08038117	-28.61763587	-2.582730272	1.46484225	-1.117888022	0.950011679	5	-28.61763587
GSTA1	1.573235092	1.90062787	1.943094159	0.915006382	0.739691824	0.768396295	1.419298919	1.691932543	1.58283905	-2.056274424	-0.716890902	-0.628033742	-2.758364513	-2.626751251	-2.869226341	-1.91672339	-2.912663903	-2.776099798	2	1.56E-08	7.807798179	-27.58334638	-3.532794489	1.392680237	-2.140114252	0.931773091	0	-27.58334638
BDH1	1.656176022	1.769626543	1.533678628	0.403382461	0.459715979	0.693197604	1.03770675	1.248428486	1.34757597	-1.481616835	-1.573011947	-1.191613588	-1.521639307	-1.645717233	-1.685671636	-1.684937931	-1.714266195	-1.605186792	10	6.95E-11	10.15827536	-27.37446391	-2.694794434	1.127720938	-1.567073496	0.439343169	3	-27.37446391
PBLD1	1.059604584	1.051671679	1.101912062	0.819484791	1.033481459	0.969255043	0.822583526	1.078730501	0.884033618	-0.774772802	-0.767358827	-0.723173284	-0.697655098	-0.655435087	-0.674260363	-0.849157636	-0.921115254	-0.994273062	9	3.88E-16	15.41168157	-27.18956035	-1.764217631	0.98008414	-0.78413349	0.881810863	0	-27.18956035
ASPDH	1.336613138	1.304124891	1.538144798	1.253867083	1.28593516	1.131377634	1.665019405	1.774149537	1.708039374	-1.267936174	-1.233155518	-1.563554479	-0.543183021	-0.676116402	-0.480259412	-1.189150399	-1.101304145	-1.097670808	4	1.14E-11	10.94261062	-26.93049593	-2.46106682	1.444141225	-1.016925595	0.957130903	0	-26.93049593
PBLD2	1.518325986	1.404358869	1.468802846	0.718797611	0.619826581	0.82382979	1.150201221	1.330448153	1.172804225	-0.822731005	-1.069731873	-0.964323909	-1.397653155	-1.505566791	-1.560310427	-1.718413137	-1.882660741	-1.770971324	13	6.96E-11	10.15716632	-25.84407189	-2.544417516	1.134155031	-1.410262485	0.772351898	3	-25.84407189
CYP2D10	1.767220958	1.848095021	1.705898639	0.991740484	0.743974009	0.501434996	0.995161533	1.02798511	1.02966884	-1.522898502	-1.223842746	-1.49496072	-1.116569069	-1.287515143	-1.375966622	-2.214539382	-2.112416986	-2.069845714	15	5.58E-10	9.253145955	-25.73375403	-2.781081608	1.179019954	-1.602061654	0.894346769	0	-25.73375403
UGT1A9	2.27558841	2.204733572	2.267165593	-0.314399323	-0.068457931	0.034924879	1.170315031	1.368176351	1.148823233	-2.01570022	-1.870330371	-1.882734541	-2.467233698	-2.608549011	-2.248096542	-2.64035804	-2.647278131	-2.457361576	7	5.36E-08	7.270528134	-24.98194823	-3.436056883	1.120763313	-2.31529357	0.858794176	0	-24.98194823
PDLIM1	0.451474487	0.62387248	0.553379756	1.450879726	1.942356183	1.942303786	1.026449749	1.081025487	1.161844885	-2.012097469	-2.027230765	-2.022444524	-1.288711598	-1.176882035	-1.238097356	-1.554026573	-1.671235276	-1.598864574	2	9.62E-10	9.016862866	-24.8696867	-2.758130745	1.137065171	-1.621065574	0.076194951	3	-24.8696867
FBP1	1.592545835	1.852613202	1.784300481	1.250286097	1.144304152	1.413237278	0.018919904	0.075192001	0.235567894	-1.700453339	-1.496923551	-1.531983295	-2.388681147	-2.051970758	-2.097239321	-2.009581342	-2.112432466	-1.896392425	20	5.50E-09	8.259982095	-24.46113345	-2.961402721	1.040774094	-1.920628627	0.747049777	0	-24.46113345
CES1F	1.363025619	1.425692713	1.425725912	0.521433687	0.882778113	0.949619976	1.206980655	1.233535923	1.265509044	-0.830058437	-0.889943781	-0.688285815	-1.69198143	-1.566514593	-1.650991432	-1.775232278	-1.879326509	-1.689004741	17	2.59E-10	9.5862064	-24.4295317	-2.548404518	1.141589071	-1.406815446	0.90395275	0	-24.4295317
SUCLG2	1.191380908	1.199791552	0.902444164	1.054755989	0.664255788	0.379235175	1.563432576	1.725922813	1.604866417	-1.175797254	-1.388269483	-1.28452312	-1.228543527	-1.111509691	-1.250492111	-1.073428831	-1.384735295	-1.071086123	7	6.09E-11	10.21527388	-24.12447117	-2.361607868	1.142898376	-1.218709493	0.227859372	3	-24.12447117
AKR1A1	1.10102288	1.028371072	0.949498838	0.887831534	1.070706276	1.056582881	1.671849535	1.639883854	1.533589759	-1.045602535	-1.010673195	-1.114133044	-0.810974334	-0.667833267	-0.707008849	-0.846904394	-0.808934412	-0.890137394	13	3.90E-12	11.40885546	-23.88448715	-2.093504228	1.215481848	-0.87802238	0.880761133	0	-23.88448715
GRHPR	1.88399797	1.641189353	1.69114189	0.767009267	0.189126035	0.166172326	1.098264178	1.043492169	0.978694316	-1.796042211	-1.82782518	-1.743016737	-1.320361429	-1.279605215	-1.200501735	-2.273154445	-2.08392427	-2.078686799	5	4.14E-09	8.382501558	-23.3426641	-2.784689503	1.051009723	-1.73367978	0.720678081	3	-23.3426641
AGXT2	2.480423306	2.237562643	1.69746556	1.057515575	0.906584656	1.10755324	1.358517505	1.424465419	1.257055521	-1.610205681	-2.035077163	-1.610484671	-0.713477342	-0.572640991	-1.504539357	-2.785120743	-2.437075136	-0.956015073	3	2.86E-08	7.542924528	-23.2588421	-3.083531065	1.503015936	-1.580515129	0.984795718	0	-23.2588421
GNMT	2.114262324	2.209050779	2.09618178	-0.462178246	-1.036714886	-0.932486421	1.252367207	1.240952327	1.22138301	-2.63578682	-2.99848574	-2.67256266	-2.578383762	-2.507426682	-2.578143532	-3.002645276	-3.81257582	-2.722522147	12	5.36E-07	6.271108502	-23.14133126	-3.690150035	0.855868653	-2.834281382	0.725757857	0	-23.14133126
ASS1	1.916557598	1.924000048	1.957425437	-0.391392154	0.024258994	0.183695321	0.933889038	0.78638834	0.991949927	-1.998418222	-1.916213382	-2.027855587	-2.64518601	-2.475526206	-2.644301986	-1.77478187	-1.953706717	-1.931522304	42	3.57E-08	7.447440169	-22.91683659	-3.077142759	0.92519695	-2.151945809	0.72558125	0	-22.91683659
UQCRQ	1.056933611	0.874834409	1.25553639	1.453240092	1.280939284	1.754707312	1.30580695	1.433213921	1.056273112	-0.544497155	-0.679041009	-0.597963342	-0.519345294	-0.67238789	-0.503407504	-1.094218116	-0.873507272	-0.916425021	3	5.07E-12	11.29462052	-22.42895492	-1.985808632	1.274609453	-0.711199178	0.707738703	0	-22.42895492
CHDH	0.621071464	0.408871714	0.906857481	1.668174107	1.559217882	1.691851931	1.502340966	1.57430438	1.668136743	-1.323576647	-1.373910059	-1.480582083	-1.024998834	-0.871652666	-0.902516093	-1.066939567	-1.086689886	-0.948630935	2	5.20E-10	9.283676416	-22.3636786	-2.408924826	1.288980741	-1.119944086	0.353586973	0	-22.3636786
SUOX	1.196310999	1.236785973	0.98555588	1.545044275	1.458779531	1.741678552	1.869675316	1.893663518	2.289498787	-0.789443321	-1.149660218	-0.991762962	-1.598144781	-0.328821176	-0.351868963	-1.910565038	-2.123983462	-1.331844477	7	7.79E-09	8.108411904	-22.33695152	-2.75478747	1.57966587	-1.1751216	0.965640653	0	-22.33695152
